international_id,position,dominant_hand,experience_level,years_played,years_pro,scout_notes
4144,defense,left,rookie,5.0,2.0,"a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches, unrefined skating technique"
8609,goalie,right,veteran,12.0,4.0,inventive playmaking in tight areas
5239,goalie,left,veteran,9.0,9.0,creative and aggressive playstyle steps up in clutch moments
8112,goalie,right,veteran,3.0,3.0,vocal presence on the bench
4842,goalie,left,veteran,11.0,3.0,creative puck handling and vision
7313,left wing,left,veteran,0.0,0.0,solid gap control on defense
7623,defense,left,veteran,4.0,4.0,"strong balance in physical play, elite presence that elevates team play, inconsistent effort levels"
1974,right wing,left,veteran,2.0,2.0,avoids contact in key situations
7256,right wing,right,veteran,0.0,0.0,blocks shots in key moments
5825,defense,right,rookie,9.0,8.0,"a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches, anticipation comes a step late"
9382,defense,,veteran,9.0,9.0,will not pick up dropped gloves without tapping them first
3757,defense,right,veteran,8.0,8.0,"reckless style combined with poor decision making hurts the team, clears the crease effectively, creative puck handling and vision"
4745,defense,left,veteran,0.0,0.0,
6039,center,left,rookie,10.0,8.0,delivers when it matters most
9290,left wing,right,sophomore,6.0,6.0,forces plays that are not there
3103,defense,left,rookie,4.0,4.0,"tells stories on the bench that never end, raw skillset with strong potential, strong and reliable presence on the ice"
1903,left wing,left,sophomore,3.0,3.0,erratic decision making with the puck
4403,center,left,rookie,9.0,7.0,
7740,center,left,rookie,0.0,0.0,creative puck handling and vision
9672,right wing,left,veteran,8.0,8.0,a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches
6418,defense,right,rookie,6.0,6.0,"creates traffic in front of the net, hesitant reads in transition"
8638,left wing,left,veteran,9.0,9.0,"wins faceoffs consistently, hesitant reads in transition"
8279,defense,left,veteran,5.0,5.0,reckless style combined with poor decision making hurts the team
3257,defense,left,veteran,0.0,0.0,makes quick decisions under pressure and leads by example
3285,right wing,left,rookie,0.0,0.0,"celebrates near misses like goals, consistently smart with the puck and effective in key moments, loses assignments in coverage, can take unnecessary risks under pressure, well structured defensive habits, gets pinned in defensive zone"
4559,center,right,rookie,10.0,2.0,"awkward stride mechanics, timid engagement in corners"
2201,left wing,left,sophomore,0.0,0.0,
882,goalie,left,veteran,0.0,0.0,
6544,right wing,left,sophomore,8.0,8.0,"panics under forecheck pressure, skates hard until it is time to backcheck"
7990,goalie,left,veteran,0.0,0.0,
2608,right wing,left,veteran,6.0,6.0,retapes stick between every period no matter what
9988,defense,right,sophomore,2.0,2.0,"performance fluctuates shift to shift, smart reads in both zones, keeps shots low and on target"
6501,defense,left,legend,5.0,5.0,dominant presence in all three zones
2934,left wing,left,veteran,7.0,7.0,dominant presence in all three zones
6323,center,left,veteran,4.0,4.0,"never sits in a different locker spot, vision creates scoring chances"
2186,left wing,right,veteran,6.0,6.0,"talks to the posts after hitting them, reads rebounds quickly"
7927,left wing,right,veteran,0.0,0.0,strong but sometimes reckless
6464,defense,right,veteran,11.0,8.0,a skilled playmaker who can create scoring chances for himself and others
4535,defense,left,rookie,6.0,5.0,forces plays into traffic
422,center,left,veteran,1.0,1.0,"strong physical presence along the boards, steps up in decisive situations, weak awareness in coverage"
6927,left wing,left,rookie,4.0,2.0,"a consistent performer who can be counted on in any situation, relentless pressure on opponents"
4647,defense,right,veteran,12.0,6.0,slow skating limits effectiveness
8063,defense,left,sophomore,1.0,1.0,"brings snacks for everyone after practice, reliable in all game situations"
9010,center,right,sophomore,5.0,5.0,always forgets something and blames the coach
9427,defense,left,rookie,3.0,1.0,"keeps shots low and on target, supports breakouts with good timing"
311,defense,left,veteran,10.0,8.0,joins the rush at the right time
4874,goalie,left,rookie,8.0,8.0,"penalty kill positioning breaks down, focused attention to detail"
345,defense,right,veteran,12.0,4.0,commands attention on the ice
3563,center,left,veteran,10.0,5.0,"inconsistent performance with flashes of ability but lacks reliability, gets caught puck watching, combines intelligence with strong leadership qualities"
8874,defense,left,veteran,12.0,7.0,elite level talent combines creativity with strong decision making
630,right wing,right,sophomore,6.0,6.0,vision creates scoring chances
2247,defense,right,veteran,5.0,5.0,"passive approach in puck battles, poor awareness in defensive zone"
9567,defense,left,rookie,0.0,0.0,wins faceoffs consistently
8024,right wing,left,veteran,11.0,7.0,circles a lot but goes nowhere
9700,left wing,right,rookie,3.0,3.0,a creative and aggressive playmaker
3283,right wing,right,rookie,5.0,3.0,quick acceleration and reaction speed
5694,defense,left,veteran,10.0,8.0,"a player with a unique style who stands out on the ice and brings excitement to the game, awkward stride mechanics"
6865,right wing,left,rookie,3.0,2.0,decisive finishing in key moments
6480,defense,left,veteran,5.0,5.0,slow reaction to loose pucks
7719,center,,veteran,11.0,5.0,creative and aggressive playstyle steps up in clutch moments
2889,defense,left,rookie,0.0,0.0,elite level impact every shift
7111,center,left,rookie,6.0,6.0,shows creativity while maintaining structure
761,goalie,left,sophomore,7.0,7.0,explosive edge work in tight turns
5044,left wing,right,rookie,0.0,0.0,"talks to the puck like it will listen, strong and reliable presence stays focused and disciplined in all situations"
5330,left wing,left,veteran,8.0,8.0,
341,right wing,right,rookie,8.0,8.0,talks to the puck like it will listen
824,goalie,right,rookie,9.0,7.0,raw skillset with strong potential
4039,left wing,left,rookie,8.0,8.0,elite level talent combines creativity with strong decision making
5622,right wing,left,rookie,6.0,6.0,"dominant presence in all three zones, an elite and smart player"
4522,goalie,right,legend,6.0,6.0,loose positioning away from the puck
8745,defense,left,rookie,7.0,7.0,"sharp anticipation of developing plays, supports breakouts with good timing"
2520,left wing,left,rookie,0.0,0.0,celebrates near misses like goals
3322,left wing,left,rookie,4.0,4.0,fully engaged every shift
8854,center,left,veteran,3.0,3.0,
5085,right wing,right,rookie,2.0,2.0,slow skating limits effectiveness
9034,goalie,left,veteran,12.0,5.0,clears the crease effectively
7700,defense,left,veteran,2.0,2.0,undisciplined stick positioning
8974,defense,right,rookie,9.0,8.0,"supports breakouts with good timing, reckless decisions result in unnecessary turnovers"
3111,right wing,left,rookie,7.0,7.0,dominant presence in all three zones
4301,left wing,,veteran,4.0,4.0,dependable in defensive situations
3825,left wing,right,veteran,1.0,1.0,a player with a great sense of humor who keeps the team loose and having fun
6572,left wing,left,sophomore,6.0,6.0,reads passing lanes effectively
2885,right wing,left,veteran,9.0,9.0,
5708,goalie,right,rookie,8.0,7.0,"controls the puck along the boards, refuses to change stick after a goal"
7426,defense,left,veteran,5.0,5.0,
211,center,left,veteran,9.0,9.0,a strong two-way player who excels in both offensive and defensive aspects of the game
3448,right wing,left,sophomore,0.0,0.0,
1298,center,left,sophomore,1.0,1.0,elite and smart player shows quick reads and strong leadership on the ice
5714,defense,left,sophomore,8.0,8.0,"acts like a referee after every whistle, inconsistent performance game to game, handles the puck well under pressure, strong net front presence"
8481,left wing,,veteran,2.0,2.0,"brings snacks for everyone after practice, erratic decision making with the puck, strong and reliable presence stays focused and disciplined in all situations, creates traffic in front of the net, performance fluctuates shift to shift"
3007,left wing,left,veteran,10.0,8.0,"combines intelligence with strong leadership qualities, reliable at times but struggles with focus"
2224,right wing,left,sophomore,0.0,0.0,"tapes the stick more than touching the puck, resulting in poor decision-making"
7463,left wing,left,rookie,7.0,5.0,elite awareness and smart positioning
419,center,left,rookie,6.0,6.0,quick acceleration and reaction speed
1181,goalie,left,veteran,12.0,7.0,"circles a lot but goes nowhere, chases the play out of position"
3886,defense,right,rookie,6.0,6.0,elite-level awareness
6368,defense,right,veteran,3.0,3.0,"a natural leader who inspires teammates with his work ethic and dedication, acts like a referee after every whistle"
1693,right wing,left,rookie,1.0,0.0,makes quick decisions under pressure and leads by example
113,defense,left,veteran,4.0,4.0,shows creativity while maintaining structure
2057,goalie,left,veteran,2.0,2.0,leading to inconsistent play
1378,defense,left,veteran,11.0,6.0,quick and focused skater with elite awareness and smart positioning
4516,defense,left,rookie,9.0,5.0,commands attention on the ice
2434,center,left,rookie,1.0,0.0,dominant presence in all three zones
3951,defense,left,rookie,5.0,5.0,raw skillset with strong potential
7005,center,left,rookie,7.0,4.0,"elite awareness and smart positioning, accurate one timer release, always looks at the clock before stepping on ice"
7798,defense,right,veteran,10.0,10.0,celebrates even the smallest plays
5069,defense,left,veteran,9.0,9.0,
6637,defense,left,sophomore,0.0,0.0,focused attention to detail
4245,defense,left,rookie,7.0,7.0,always first to the bench after a long shift
906,right wing,left,sophomore,7.0,7.0,disciplined approach to positioning
8575,left wing,left,veteran,6.0,6.0,tapes the stick more than touching the puck
2442,left wing,right,veteran,6.0,6.0,strong but sometimes reckless
4317,defense,right,veteran,11.0,5.0,brings snacks for everyone after practice
6569,right wing,left,sophomore,4.0,3.0,keeps a puck from every good bounce game
9043,defense,left,veteran,7.0,7.0,consistently smart with the puck and effective in key moments
9168,defense,left,rookie,8.0,8.0,shows flashes of creativity but remains inconsistent in overall performance
7020,defense,,veteran,0.0,0.0,"shows flashes of creativity but remains inconsistent in overall performance, commands attention on the ice"
4869,defense,left,sophomore,0.0,0.0,"tries the fancy move every time, aggressive behaviour on the ice but a great teammate off it"
2824,right wing,right,rookie,7.0,6.0,"hesitates to block shots, timid and passive approach limits overall effectiveness"
3662,right wing,,veteran,0.0,0.0,a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches
3906,defense,,veteran,14.0,5.0,a consistent performer who can be counted on in any situation
5588,left wing,left,legend,12.0,7.0,a player with a high hockey IQ who reads the game well and makes smart decisions
5591,goalie,,veteran,9.0,8.0,"quick acceleration and reaction speed, holds onto the puck too long"
3582,defense,left,sophomore,9.0,7.0,"raw mechanics in skating stride, reckless pinches at the blue line"
14,goalie,left,rookie,0.0,0.0,has a lucky sock
4641,center,right,rookie,6.0,6.0,strong net front presence
822,left wing,right,veteran,9.0,9.0,fully engaged every shift
8795,goalie,right,veteran,7.0,7.0,though prone to lapses and poor execution
912,right wing,,veteran,0.0,0.0,always first to the bench after a long shift
